"personal_id","Disease_1","Disease_2","Disease_3","Disease_4","Disease_5","Disease_6","Disease_7","Disease_8","Disease_9","Disease_10"
"620720-3076559",1,1,0,1,1,0,1,1,1,1
"840413-2177008",1,0,1,0,0,1,0,0,0,0
"980726-4362495",0,0,0,1,1,1,1,0,1,1
"611019-1068226",1,1,1,1,1,0,0,1,0,1
"501024-4603571",1,0,0,0,0,1,0,1,1,1
"700312-2702455",1,0,0,0,1,1,1,0,0,0
"651026-3324629",0,1,1,0,0,1,1,1,0,0
"751024-1021633",1,1,0,1,1,0,0,0,0,0
"621121-2357496",1,1,0,0,0,0,0,0,0,0
"970522-4070488",0,0,1,0,1,0,0,0,0,0
"750921-4411504",0,1,1,1,1,1,0,0,1,0
"810102-4472826",1,1,0,0,0,0,1,0,0,0
"610320-1348842",0,1,0,0,1,1,0,0,1,0
"710811-2088362",0,1,0,1,0,0,0,0,1,0
"960903-1050500",1,1,1,1,0,0,1,1,0,0
"550725-1671249",0,1,0,0,0,1,0,0,0,1
"791211-3900533",0,1,0,1,0,0,0,1,0,1
"650301-2475464",0,1,0,0,1,1,1,1,0,1
"591020-4321087",0,0,1,0,0,1,1,0,1,0
"500527-3693688",0,1,0,1,1,0,0,0,1,1
"521210-2620765",1,0,1,0,1,1,0,1,1,1
"680520-1377022",0,1,0,0,0,1,0,1,1,0
"780503-3652125",1,0,1,0,0,1,1,0,0,1
"871203-4791260",0,0,1,0,1,0,1,1,0,1
"581203-3816510",0,0,0,1,1,1,0,0,0,0
"540804-3062886",0,0,0,0,1,1,0,0,0,1
"860806-2615743",0,1,0,0,0,1,0,1,0,1
"510821-4597328",0,1,1,1,1,0,1,0,0,0
"721109-3626424",0,0,0,1,1,0,0,0,0,1
"860904-2334496",0,0,0,0,0,0,0,0,0,0
"780412-3952686",0,0,0,1,0,0,1,0,1,1
"560406-3268998",0,0,0,1,1,1,1,0,1,1
"991101-1990056",0,0,1,1,0,1,1,0,1,1
"621028-3667751",0,1,0,1,0,1,1,0,1,1
"960106-3474367",1,1,1,0,1,1,0,1,0,0
"550224-3951872",0,1,0,0,1,1,0,1,0,0
"680206-2860915",1,1,1,0,0,1,1,0,1,1
"810318-2071562",0,1,1,1,1,1,1,0,0,0
"620117-3704546",1,1,1,0,0,1,1,0,1,1
"540617-3048040",1,1,0,1,1,1,0,1,0,1
"890228-2695486",1,1,0,0,0,0,0,0,1,0
"560325-3668513",0,0,0,1,0,1,1,1,1,1
"700201-1117301",1,0,0,0,0,0,1,0,0,1
"781017-3637286",1,0,0,0,0,1,1,1,0,0
"770913-1575994",1,0,0,0,1,0,1,0,1,0
"561223-1012710",1,1,1,1,1,1,0,1,1,0
"831007-3039354",1,1,1,1,0,1,0,1,0,0
"920908-2902035",0,0,1,1,0,0,1,0,1,1
"781022-2490684",0,0,0,0,0,1,0,0,1,0
"690908-2708430",1,1,1,0,1,0,1,1,0,1
"950213-4989628",1,0,1,1,1,0,0,1,0,1
"590603-3656375",0,0,1,1,1,1,0,0,1,1
"580814-1220425",1,1,1,1,0,0,0,0,1,0
"730113-1107240",0,1,0,1,0,1,1,1,1,0
"870803-1978535",1,0,1,0,1,0,0,0,0,0
"621224-3199241",0,0,0,0,0,1,1,1,0,1
"640613-4139356",1,0,1,0,0,0,1,1,1,1
"580522-2867466",1,0,1,1,0,1,0,0,1,1
"660707-4968898",1,0,0,1,1,0,1,0,1,1
"610516-4265996",1,0,0,0,0,0,1,0,0,0
"760113-2660290",0,1,1,0,1,1,0,0,1,1
"670807-2547984",0,0,0,1,0,0,1,0,0,1
"770208-4928091",0,1,1,0,0,0,1,0,1,1
"860708-3269122",1,1,0,0,1,1,0,1,1,1
"940611-4637549",1,1,1,0,0,1,0,1,1,1
"631003-4451366",0,1,1,0,1,0,1,1,0,0
"940417-1701305",0,0,0,0,0,0,0,1,0,0
"550710-3379692",1,1,1,0,0,0,0,1,0,1
"620727-2454157",0,1,0,0,0,0,1,0,1,0
"890322-2345616",0,1,1,0,0,0,1,0,0,1
"551117-3730411",1,1,1,0,0,1,0,1,0,1
"820811-2507338",0,0,1,1,0,0,1,0,1,0
"751216-4777923",0,1,0,1,1,1,0,1,0,1
"990410-2308669",1,0,1,0,0,1,1,1,0,1
"800607-2338830",0,1,0,1,0,0,1,0,0,0
"780318-1542513",0,0,0,1,1,1,1,0,1,1
"650921-3643288",1,0,0,1,1,1,0,1,0,1
"810213-4713976",1,0,1,1,0,0,1,1,0,1
"921208-1413878",1,0,1,1,0,0,0,0,1,0
"740910-3981028",1,0,1,1,0,1,1,1,1,0
"700305-4366691",0,0,1,0,0,1,1,0,1,1
"880926-1552350",0,1,0,0,1,1,0,0,0,1
"550204-4907422",0,0,0,1,0,1,0,0,0,0
"910410-1788548",0,0,1,1,0,1,0,1,0,0
"990602-1214700",0,1,1,0,0,0,0,0,1,0
"550802-2684085",1,1,0,0,1,1,1,1,1,1
"550728-3084640",0,0,1,0,0,0,1,1,0,0
"960526-2929174",0,0,0,1,0,1,0,1,0,1
"890207-3149862",0,1,1,0,0,0,0,1,1,1
"600521-4082114",1,1,0,1,0,0,1,0,0,0
"650503-1356672",0,0,0,1,0,1,0,0,0,1
"540913-3331127",0,1,0,1,1,1,1,0,0,0
"570711-2052854",1,0,0,1,1,1,1,0,1,0
"850927-2062272",0,1,0,0,1,0,0,0,1,1
"840920-2699860",0,1,0,0,1,1,0,0,1,0
"891016-4824437",1,0,0,1,0,0,0,0,0,1
"960701-1464617",1,0,0,0,1,0,0,1,0,0
"950714-1746460",1,1,0,0,0,0,0,0,0,1
"790719-4621359",0,0,1,0,0,0,1,1,0,1
"711004-2773988",1,0,1,1,1,1,1,1,1,1
"880528-1501770",0,0,1,1,0,0,0,0,1,1
"810102-4226881",1,0,1,1,1,0,0,0,0,1
"900210-4729218",1,1,1,0,1,1,0,0,0,0
"850923-4276992",0,0,1,0,1,0,0,0,0,0
"901118-4314057",1,0,1,1,1,1,1,1,1,0
"730818-2072479",0,0,0,0,0,0,1,1,0,0
"980126-2050967",0,1,0,1,1,1,1,0,1,0
"700713-2381581",0,1,1,0,1,1,1,1,0,0
"800814-3615949",0,1,1,0,0,0,1,0,0,0
"520925-4306039",0,1,0,1,1,0,1,1,1,0
"960901-2324292",0,1,1,0,1,0,0,0,1,0
"970420-4879046",1,1,0,0,1,1,0,1,0,0
"511023-3232467",1,1,0,1,0,0,0,1,0,0
"620424-3945345",1,1,0,1,1,0,0,0,1,0
"870509-1365190",0,1,0,1,1,0,0,0,1,1
"630705-3654932",0,1,0,1,1,0,1,0,1,1
"640322-4302297",0,1,1,0,1,0,1,0,1,0
"720301-1724310",0,1,1,0,1,0,0,0,0,0
"940817-2619018",1,0,1,0,0,0,0,0,0,1
"950618-2079512",1,0,0,0,1,1,0,1,1,1
"660506-1434799",0,1,0,1,1,1,0,0,0,0
"960106-4665759",0,0,0,1,1,1,0,1,1,1
"690326-2232633",1,0,0,0,0,1,1,0,1,1
"891128-2171512",0,1,1,1,1,0,1,0,0,1
"971102-2444662",0,0,0,0,1,0,1,0,1,1
"860822-3114908",0,0,0,1,0,1,0,1,0,0
"660608-2946957",1,0,1,1,0,0,1,1,1,0
"770803-1461811",0,1,0,0,1,0,0,0,0,0
"780601-4004558",1,1,0,1,0,1,0,1,0,1
"760501-2196846",0,0,0,0,1,0,0,1,1,1
"871007-2805796",0,1,1,0,0,0,0,0,0,1
"960417-1317093",0,0,0,0,1,1,0,0,0,1
"580807-1216366",0,0,0,0,0,1,0,1,1,1
"910714-2475371",0,1,1,0,0,1,1,1,0,1
"700525-4148046",1,0,0,1,1,0,0,0,1,1
"790803-1569406",0,0,1,1,1,1,0,1,1,0
"630804-4644539",0,1,0,1,1,1,0,1,0,0
"931101-4054658",0,0,1,0,1,1,1,0,1,1
"670721-4573841",0,1,0,1,1,1,0,0,1,0
"590817-2376025",0,0,0,0,1,1,1,0,1,0
"810613-2457074",1,1,1,0,0,1,0,1,0,0
"800607-3471451",1,1,1,1,0,1,0,1,1,0
"591004-3455763",0,0,0,1,0,1,1,0,0,0
"781016-4657967",0,1,0,1,1,0,1,1,1,1
"601122-1101789",1,0,1,1,1,1,0,1,1,0
"650902-3093864",0,1,0,0,0,0,0,1,1,1
"540716-3187502",0,1,1,1,1,1,1,0,0,1
"510421-4556631",1,1,1,0,1,0,0,0,1,1
"730118-4816072",0,0,0,1,1,0,1,1,1,1
"601016-4116984",1,1,1,0,0,1,1,1,0,1
"621211-3201179",0,1,1,0,1,0,1,0,1,1
"630121-2190338",0,0,0,0,1,1,1,1,1,0
"640214-3170446",1,0,1,0,0,0,1,0,1,1
"630304-2291722",0,0,0,1,0,1,1,1,0,1
"510512-2308135",0,0,0,0,1,1,0,1,0,1
"690307-3274933",1,0,1,0,0,1,1,1,0,0
"970418-3910845",0,0,1,1,1,0,0,0,1,0
"630502-1275465",0,0,1,1,0,1,1,1,0,1
"821110-4273831",0,1,1,0,1,1,0,0,0,1
"560404-4696653",0,0,0,1,1,1,1,0,1,0
"910525-1180806",0,0,1,0,0,0,1,0,0,1
"520709-1525925",0,1,0,0,0,0,1,0,0,1
"960216-2555959",0,1,0,0,1,0,1,0,0,0
"720214-3829517",1,0,1,1,1,1,1,0,0,1
"941205-4686820",1,0,0,0,0,0,1,0,1,1
"820424-2844528",1,1,0,0,1,0,0,1,1,0
"530625-4422403",0,1,0,1,0,0,0,0,1,1
"500426-4630973",1,1,1,1,0,1,1,0,0,1
"540205-1289030",1,0,1,0,1,1,0,1,0,0
"760920-2423105",0,1,1,1,0,0,1,0,0,0
"580803-4459679",1,1,1,0,0,1,1,1,0,0
"810428-4234837",1,1,0,1,0,0,1,0,0,1
"660618-1151144",1,1,0,1,1,1,1,0,1,0
"530220-1227629",0,0,0,1,0,1,1,1,1,0
"800913-3162405",0,1,0,0,0,0,0,1,1,1
"630423-1450023",1,0,0,0,1,0,1,0,0,1
"650720-2835731",0,1,0,1,1,1,1,1,1,0
"770224-3110488",1,0,0,0,0,1,1,0,0,0
"810712-4269714",0,1,0,1,1,1,0,1,1,1
"590502-1442335",0,1,1,0,1,0,0,1,1,0
"810424-2780712",0,1,1,1,1,0,1,1,1,1
"810118-2813070",1,1,0,1,0,1,1,1,1,1
"891009-4708329",1,1,0,1,0,0,1,1,1,1
"790326-4407668",1,1,1,0,0,0,1,0,0,1
"990401-4196594",0,0,0,0,1,1,0,0,0,0
"520728-1362810",1,0,1,0,1,0,1,0,1,0
"530119-4936323",1,1,0,0,1,0,0,1,0,1
"691018-3853863",1,1,1,0,1,0,1,0,1,0
"991015-4744807",0,1,1,0,0,0,0,0,0,1
"570314-3267752",1,0,1,0,0,1,0,1,0,0
"991020-3720319",1,1,1,1,1,0,0,0,0,0
"901221-1442949",0,0,0,0,1,1,0,1,1,0
"780413-4778369",1,0,0,0,1,0,0,0,0,0
"660826-1091890",0,0,0,0,0,0,0,0,1,0
"800112-3011784",0,1,1,1,1,0,1,1,1,1
"790310-4930710",1,1,1,0,1,0,1,0,1,0
"901212-2071346",0,1,0,1,0,0,0,0,0,0
"960624-4388332",0,1,0,0,0,1,1,0,0,0
"680708-1555394",0,0,1,1,1,1,0,0,1,0
"720321-2711378",1,1,0,1,1,1,0,0,1,0
"910320-1105069",1,0,0,0,0,0,0,0,0,0
"990927-2605592",1,1,1,1,0,0,0,0,1,0
"891118-1187293",1,0,0,0,1,0,1,0,0,1
"930915-4212372",0,0,1,1,1,1,0,1,1,0
"560221-4256985",0,1,0,0,1,0,0,0,1,1
"990624-4427494",0,1,1,0,1,1,1,1,0,0
"710827-4968980",0,0,1,0,1,0,1,0,1,0
"610106-1874666",1,1,1,1,0,1,1,0,0,0
"661227-2200972",0,1,0,0,1,0,0,1,0,1
"540406-2961250",0,0,1,0,0,0,1,1,0,0
"971222-4317083",1,1,1,1,1,0,1,1,0,0
"590613-4918882",1,1,1,0,0,0,1,0,1,0
"831008-1181626",1,1,0,0,0,1,0,1,0,1
"950223-2470442",0,0,1,1,0,0,0,0,0,1
"960405-2727844",0,0,1,0,0,0,1,0,1,1
"920315-1076612",1,0,0,1,1,1,1,0,0,0
"990612-4176803",1,1,1,0,1,0,1,0,0,1
"920118-4168525",0,1,1,0,0,0,0,1,1,1
"900223-3588177",0,0,0,1,0,0,1,1,1,0
"520410-4016877",1,0,1,1,0,0,0,0,1,0
"850928-4055523",0,0,0,0,0,1,1,1,0,1
"501010-1590928",1,1,1,0,1,1,1,0,1,0
"570310-2276443",1,1,0,1,0,1,0,1,1,1
"810320-3682441",1,0,0,0,1,1,0,0,1,1
"901028-1156465",0,1,0,1,1,1,1,0,0,1
"720301-3032233",1,0,0,1,0,1,1,0,1,1
"780823-4023506",0,0,0,1,0,0,1,1,0,0
"780516-3723336",1,0,0,0,1,0,0,0,0,1
"520620-2261041",0,1,0,1,0,1,1,0,1,1
"920209-3506196",1,1,0,1,0,1,1,1,1,1
"510701-4353540",0,0,0,0,0,1,1,1,1,0
"671217-4637174",1,1,0,0,0,0,0,0,1,1
"590626-3584722",1,1,0,1,0,1,1,1,0,1
"670808-2331252",1,1,0,0,0,0,0,0,1,0
"620515-4719130",1,0,0,1,1,0,0,1,0,1
"860416-1037111",1,0,0,1,1,0,1,0,1,0
"970726-4736045",0,0,1,0,0,1,1,0,0,0
"730413-3730540",0,0,1,1,0,0,1,0,0,0
"860408-2210024",0,1,1,0,1,1,1,0,1,0
"630818-1377310",0,0,0,0,1,0,0,1,1,1
"860113-1159419",1,1,1,0,0,0,0,0,0,0
"591009-3949216",0,1,1,0,1,0,0,1,1,0
"760101-4381193",0,0,0,0,0,0,0,0,0,0
"970615-3681706",0,1,1,1,1,1,1,1,1,0
"710428-3056016",0,1,0,1,1,0,0,0,0,1
"831214-2858250",0,0,1,0,1,0,0,0,0,0
"540221-2328720",0,0,1,1,1,0,0,0,1,1
"750907-1252596",1,0,1,1,0,1,0,0,0,0
"660715-2418116",0,0,0,1,1,0,0,0,1,1
"620827-3618377",1,0,1,0,0,0,1,0,1,0
"650311-1310291",0,0,1,1,1,0,1,1,0,1
"660903-3251724",1,0,0,1,1,1,1,1,0,0
"560208-3964914",1,1,1,0,0,0,1,0,0,1
"930213-1791860",1,0,0,1,1,0,1,0,0,1
"531125-4483490",1,1,1,1,1,0,1,0,0,0
"570627-4362189",0,1,0,0,1,0,1,1,0,0
"820804-1324730",0,0,1,0,1,0,1,0,0,1
"741202-1781644",1,1,1,1,0,1,1,1,1,1
"730926-3087347",0,1,1,0,1,0,0,0,0,0
"740322-1483905",1,0,1,1,0,0,0,0,1,1
"620717-3648481",0,0,0,0,0,0,0,0,0,1
"510707-4735699",1,1,0,1,1,1,1,1,1,0
"660121-2162583",1,0,0,0,0,0,0,0,0,1
"840117-2515163",1,0,0,1,0,1,0,1,1,1
"550120-1684795",1,1,1,1,0,0,1,0,0,1
"650312-1868520",1,0,0,1,0,1,1,0,1,1
"670426-2534913",1,0,1,0,1,1,1,1,1,0
"590209-4890555",1,0,0,0,0,1,0,1,1,1
"500817-4865849",1,0,1,0,0,0,0,1,0,1
"590914-4588951",0,0,1,1,0,0,1,1,1,1
"581214-1672695",1,1,1,0,0,1,1,0,1,0
"980921-4788498",1,0,0,1,1,0,0,0,0,1
"581103-1039165",0,1,0,0,0,1,0,1,0,1
"501225-1524079",0,1,0,1,0,0,1,0,1,0
"530105-3818869",0,1,0,0,0,1,1,1,0,1
"510328-2391585",1,0,0,1,1,1,0,0,1,1
"621002-2811563",0,1,1,1,1,1,0,0,1,1
"720926-1379557",0,1,0,1,0,0,1,0,1,0
"720107-1156422",1,1,1,1,1,1,1,0,1,0
"700209-4799593",0,0,1,1,1,1,1,1,0,1
"990701-3198774",0,0,0,1,0,0,1,0,0,0
"840521-3508659",0,1,1,0,0,0,0,0,1,0
"571117-3089915",0,1,0,1,0,0,0,0,1,0
"540405-3658112",0,0,1,0,0,1,0,0,0,1
"640101-2975392",0,0,0,1,0,1,0,1,1,1
"791219-1972595",0,0,0,1,1,1,1,1,0,1
"930422-4996526",0,0,1,1,0,0,0,0,1,0
"850228-3665467",1,1,1,0,1,0,0,0,1,1
"511219-2091453",0,0,1,0,1,0,0,0,0,0
"820728-4406620",1,1,0,0,0,1,1,1,0,0
"790325-3272630",1,1,0,0,0,1,0,0,0,1
"940525-4460548",1,0,1,1,1,0,0,0,0,1
"570620-3712617",0,0,1,0,1,1,0,1,0,1
"701115-3860384",1,1,1,0,1,1,1,1,1,1
"700723-4250485",1,0,1,0,0,0,0,0,1,0
"630107-3931763",1,0,0,0,1,1,1,1,0,0
"740417-2575037",0,1,0,0,1,0,0,1,1,0
"731225-1197852",0,1,0,0,0,0,0,1,0,0
"801014-2892192",1,0,1,1,1,0,0,0,1,0
"600923-4722179",0,1,0,1,1,0,0,0,0,0
"670403-2804514",0,1,1,0,0,0,1,1,0,1
"760324-4761960",0,0,1,0,1,1,0,0,1,1
"670807-3611226",0,1,1,1,1,0,0,1,0,1
"931216-4691179",1,1,1,1,0,0,1,0,1,1
"740315-2177676",1,1,0,1,1,0,0,0,1,0
"991204-3339457",0,1,0,1,0,0,0,0,0,1
"600905-1676354",1,1,1,0,1,1,0,1,1,1
"631006-2195023",1,0,0,1,0,0,1,1,1,1
"780615-1370772",0,0,0,1,1,0,1,1,1,0
"910727-1952961",1,1,1,0,0,1,0,0,0,0
"850512-1824503",0,0,1,1,1,1,1,1,1,0
"560419-2995006",1,1,1,1,1,0,0,0,0,0
"641209-2678602",1,1,1,1,1,1,1,0,1,1
"551028-4811557",0,0,1,1,0,0,1,1,1,1
"930304-1697677",1,0,0,0,1,0,0,1,1,1
"940124-3237587",0,1,1,1,0,1,0,0,0,1
"821110-4094073",1,1,1,0,1,0,0,0,1,1
"570107-1548141",1,0,1,0,0,1,1,0,0,0
"740418-4343070",0,1,1,1,0,1,0,1,0,0
"870320-3669875",0,0,1,1,1,1,0,0,0,0
"851223-1825204",0,0,1,0,1,1,1,1,1,1
"590220-4802654",0,0,1,1,0,1,0,0,0,0
"580707-4450820",1,1,1,0,1,1,0,0,1,0
"550618-3087929",0,0,1,1,0,0,0,0,0,1
"570204-4669826",1,1,1,1,1,1,1,0,1,1
"670306-2187409",0,1,1,0,1,0,0,0,1,1
"650609-4172739",0,0,0,1,0,0,0,0,1,1
"500106-2872158",1,0,0,1,0,1,0,1,0,0
"790816-3281604",0,1,1,0,0,1,1,0,0,1
"570623-2931525",0,1,0,1,1,0,1,0,0,0
"800223-1228955",1,0,0,1,1,1,0,0,1,0
"720111-2797313",0,1,0,0,1,1,0,0,1,0
"970422-1260405",0,1,1,0,0,0,0,1,0,1
"720227-4313810",0,1,0,1,0,1,0,0,1,0
"910207-3535445",1,0,1,1,0,1,0,0,1,1
"871225-4061364",0,1,1,1,1,0,1,0,1,1
"501008-4756704",1,1,0,0,0,1,1,0,0,1
"970716-1608111",0,1,0,0,1,0,0,1,0,1
"670923-3970581",1,1,0,1,0,1,1,0,1,1
"660918-3510950",1,0,1,1,0,1,1,1,1,0
"550514-2318499",1,0,1,1,1,1,1,1,0,1
"880428-1385995",1,1,0,1,0,0,1,0,1,1
"731116-2553127",0,0,1,1,0,1,0,1,0,0
"760914-3102455",0,0,1,1,1,0,0,1,0,0
"710818-1856676",1,1,0,1,0,1,1,1,0,1
"750907-2653209",0,0,1,1,0,1,1,1,1,0
"970710-4498088",1,1,1,1,1,1,0,0,0,1
"570806-2322747",1,1,1,0,1,1,0,0,1,1
"671227-4745902",0,1,0,1,0,1,1,1,0,1
"941221-3342385",1,0,1,1,1,1,1,1,1,0
"960704-4200205",1,0,1,1,0,1,1,0,1,1
"811205-3335577",1,1,0,1,1,1,1,0,1,1
"650114-2317462",0,1,1,1,1,1,0,0,1,1
"701006-3939163",1,1,0,1,0,0,1,0,0,0
"610322-4157480",1,0,1,0,1,0,0,1,0,1
"510427-2565590",1,1,1,0,1,1,0,1,0,1
"731115-3988230",0,0,0,1,1,1,0,1,0,1
"620122-2640244",1,0,1,0,0,0,1,1,1,1
"760701-2520759",1,0,1,0,1,1,0,0,0,0
"660604-3731099",0,1,0,0,1,0,1,1,0,1
"860804-3207138",0,1,0,1,1,0,1,0,1,1
"650222-3284628",1,0,0,0,1,1,0,1,0,1
"980204-4192810",1,0,1,1,0,0,1,1,1,1
"970126-1755753",0,0,0,0,1,0,0,0,1,1
"681008-3980916",1,0,0,1,1,0,0,0,0,1
"910417-2377481",1,1,1,0,0,1,1,0,0,0
"510302-3656336",1,0,0,0,0,1,0,0,0,0
"721026-2374769",1,0,0,0,1,0,0,0,0,1
"670324-3816725",1,1,0,0,1,1,1,1,1,1
"671028-4385186",1,1,0,0,1,1,0,0,0,0
"711223-1856232",1,1,0,1,1,1,1,1,0,0
"631110-2920018",0,0,1,1,1,1,1,0,1,0
"730612-4979075",1,1,1,1,0,1,0,0,1,1
"981202-3224721",1,1,1,1,1,1,1,1,0,0
"960815-4058649",1,1,0,0,1,0,1,1,0,1
"870102-1831285",1,0,1,0,0,0,1,1,0,1
"601116-2650599",0,1,1,0,1,1,0,0,0,0
"501209-3698128",1,1,1,0,0,1,1,1,0,0
"740617-2893504",0,1,1,1,1,1,0,0,0,1
"840806-3721062",1,0,1,1,1,0,0,1,1,1
"770623-1901348",0,0,0,0,0,1,0,1,0,1
"650705-2910192",0,0,0,0,0,0,1,0,0,0
"660428-3585954",1,1,1,0,0,0,1,1,0,1
"930517-4856677",1,0,0,1,0,1,1,0,0,1
"920803-2471534",1,1,0,0,1,0,0,0,1,0
"820523-2648042",0,0,1,0,1,0,1,0,1,0
"910316-3714285",0,0,0,0,1,0,1,1,1,0
"711015-3554187",0,1,1,0,0,0,1,0,0,1
"591211-2416831",1,1,1,1,0,1,0,1,0,1
"930606-2412840",1,0,1,0,1,0,0,0,0,1
"881107-3263860",0,0,1,0,1,0,0,1,1,0
"600908-3704140",0,1,0,1,1,1,1,0,0,1
"510326-4718424",0,1,0,0,0,1,1,1,1,1
"620919-2601758",1,0,1,0,0,1,0,1,1,0
"640507-3920034",1,1,1,0,0,0,0,1,1,1
"720427-1353039",0,0,0,0,0,0,1,0,0,0
"620128-3920999",1,1,1,1,0,1,1,1,0,1
"550415-3435056",1,1,0,0,0,0,1,0,0,1
"500627-3227201",0,0,1,0,1,0,1,1,1,0
"780614-3631724",1,0,0,0,1,1,1,0,1,1
"730414-1073778",1,0,0,0,0,1,0,0,1,1
"990522-4276321",0,0,0,1,1,1,0,1,0,1
"650723-4917377",0,1,1,0,0,0,1,1,1,0
"600323-4273350",1,0,0,0,1,0,1,1,0,1
"580420-4273192",0,0,1,0,1,1,0,0,1,1
"701017-1163763",1,0,1,0,1,1,0,0,1,1
"591012-3639726",0,0,1,1,0,1,1,0,1,0
"990718-4471894",0,1,1,1,0,0,0,1,0,1
"720619-3748974",1,0,0,0,0,0,0,1,1,0
"970810-4408940",0,0,1,0,1,0,1,1,0,0
"660918-2153370",1,0,1,0,0,0,0,1,1,0
"991205-3717110",1,1,1,0,0,0,1,0,0,1
"560501-1351048",0,0,0,0,1,0,0,0,0,1
"990214-2688744",1,1,1,0,1,0,1,1,1,0
"880302-1673879",0,1,1,0,0,1,1,1,1,1
"801018-4249321",0,0,1,1,0,1,1,1,1,0
"981024-1882833",0,1,1,1,1,0,1,1,0,0
"820217-4037174",0,1,1,0,0,0,0,0,1,1
"971221-1185368",0,0,1,0,0,1,1,1,1,0
"590110-4550900",0,0,1,0,1,0,1,0,0,0
"751122-1508815",1,0,0,1,0,1,0,0,1,0
"560522-4626906",0,1,1,1,0,0,1,1,1,1
"691028-4848952",0,0,0,1,0,0,1,1,1,0
"890410-1529205",0,0,1,1,0,1,0,1,1,0
"860924-3501087",0,1,0,0,1,0,1,1,0,1
"540206-2019068",0,0,0,0,0,1,0,0,1,1
"810314-1042372",1,1,1,1,0,1,0,1,1,1
"590211-3762742",1,1,1,1,0,0,0,0,1,0
"550619-1925893",0,0,1,1,1,1,0,0,0,1
"620309-1862864",1,1,1,1,0,0,1,1,0,0
"550816-1073224",1,0,0,0,0,1,1,0,0,0
"910903-2428356",1,0,1,0,1,1,0,1,1,1
"751205-4010456",0,1,0,1,1,1,1,0,0,1
"901027-2973313",0,1,0,1,1,1,0,0,1,1
"590311-4881500",0,1,0,1,0,0,1,0,0,0
"680302-4781471",0,0,0,1,1,0,1,1,1,0
"530126-3634712",1,0,0,0,0,0,0,0,0,1
"601205-2879477",1,0,1,0,1,0,1,0,0,0
"941116-1274044",1,1,0,1,1,1,0,1,0,1
"520703-4820840",1,0,0,1,0,0,0,0,1,0
"940813-2537455",1,1,0,0,0,1,0,1,0,0
"950605-1916640",0,1,1,0,1,0,0,1,0,0
"760626-3877368",1,1,0,1,0,0,0,1,0,0
"600203-1415681",1,1,0,1,0,1,1,1,0,1
"620221-3953418",1,1,0,1,1,0,1,0,1,0
"980216-1845004",0,1,1,0,0,1,1,0,1,0
"910601-1997389",0,0,1,1,0,1,0,0,0,0
"941108-3308207",1,0,1,1,1,1,1,0,0,1
"860509-3203487",1,0,0,0,1,1,1,0,0,0
"701009-4707844",1,1,0,1,1,0,0,0,1,1
"790525-2587475",0,0,1,0,1,0,0,1,1,1
"830716-3657203",0,1,0,1,0,1,0,0,0,1
"740919-4462237",1,1,0,1,0,1,0,0,0,0
"510308-2030303",1,0,1,0,0,1,1,1,0,1
"761111-2680746",0,1,1,1,0,1,1,1,1,1
"810824-4150563",0,0,0,1,0,1,0,1,0,0
"960816-3764392",0,0,1,1,0,0,1,1,0,1
"630308-3068995",0,1,0,0,1,0,1,1,1,1
"610415-2448590",1,1,0,0,1,1,0,1,1,0
"730613-4214323",0,0,1,0,1,1,1,1,0,0
"731018-2930296",1,0,0,1,0,1,0,0,1,1
"520415-1612748",1,0,1,0,1,1,1,0,0,1
"860715-3027267",1,1,0,0,0,1,0,1,0,0
"591023-2907353",0,0,1,1,1,0,0,1,0,0
"981026-4955541",1,0,0,0,0,1,0,1,1,1
"980822-1767367",0,0,0,0,0,1,0,1,0,1
"580910-2316382",0,1,1,1,1,0,0,0,1,0
"771006-3591059",1,1,1,0,0,1,0,1,0,1
"910916-4744843",0,1,0,0,0,0,0,1,1,0
"930616-3253826",1,1,0,0,0,1,1,0,1,1
"780121-2527625",1,1,0,1,0,1,0,1,1,1
"970112-4957067",1,0,0,1,1,0,0,1,1,1
"780501-4406133",0,0,0,1,1,1,0,0,1,0
"830114-4735545",0,0,0,1,0,1,1,1,0,0
"700121-3931320",1,0,0,0,0,0,0,0,1,1
"890418-2546750",0,0,1,0,0,1,0,1,1,0
"950212-3501106",1,1,0,0,1,1,1,0,1,0
"611120-2290171",1,1,1,1,1,1,0,1,0,0
"961116-1233147",0,0,1,1,0,1,1,1,1,0
"850413-2217126",1,1,1,1,0,0,0,1,0,1
"500810-3450458",1,0,1,1,0,1,1,1,0,1
"660424-3114021",1,0,1,1,1,0,1,1,0,0
"990904-4963996",0,1,1,0,0,0,0,1,1,1
"880411-3153724",1,0,0,0,1,1,0,1,1,1
"560501-2006247",1,1,1,0,1,1,1,0,1,0
"920815-2119475",1,1,1,1,0,0,1,1,0,1
"981016-3368762",0,1,1,1,1,0,1,1,1,1
"901104-4055230",1,1,0,1,1,0,0,0,1,0
"680710-1464617",0,1,0,1,0,1,0,0,1,0
"850213-2915198",1,1,1,0,1,1,1,0,1,1
"710807-2259457",1,1,1,0,1,1,0,0,0,0
"940809-4635771",1,0,0,1,0,0,1,0,0,1
"890617-2542203",1,1,1,0,0,0,1,1,0,0
"900704-1742594",0,0,0,1,0,0,0,0,1,1
"891105-4310595",0,0,1,1,0,1,0,1,0,0
"980628-1422705",0,0,1,1,0,0,0,1,0,0
"810206-3119721",0,1,1,1,1,1,0,1,0,1
